Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Genes in same transcription unit	Accession-1
WA5_RS05345	WA5_RS05345	1121464	1121808	MmcQ/YjbR family DNA-binding protein	WA5_RS05350 // WA5_RS05345 // WA5_RS05340	WA5_RS05350 // WA5_RS05345 // WA5_RS05340
WA5_RS08555	WA5_RS08555	1808499	1808834	hypothetical protein	WA5_RS08555	WA5_RS08555
WA5_RS08855	WA5_RS08855	1879411	1880487	NgoFVII family restriction endonuclease	WA5_RS08860 // WA5_RS08855 // WA5_RS08850	WA5_RS08860 // WA5_RS08855 // WA5_RS08850
bcp	WA5_RS12420	2633591	2634067	thioredoxin-dependent thiol peroxidase	WA5_RS12425 // bcp	WA5_RS12425 // bcp
WA5_RS06950	WA5_RS06950	1464082	1465125	N-acetyl-gamma-glutamyl-phosphate reductase	WA5_RS06975 // argF // WA5_RS06965 // argB // argJ // WA5_RS06950	WA5_RS06975 // argF // WA5_RS06965 // argB // argJ // WA5_RS06950
WA5_RS15140	WA5_RS15140	3222722	3223153	YbaN family protein	WA5_RS15140	WA5_RS15140
WA5_RS02685	WA5_RS02685	548184	548990	ECF transporter S component	WA5_RS02695 // WA5_RS02690 // WA5_RS02685	WA5_RS02695 // WA5_RS02690 // WA5_RS02685
WA5_RS14275	WA5_RS14275	3041994	3042440	universal stress protein	WA5_RS14275	WA5_RS14275
WA5_RS05350	WA5_RS05350	1121814	1122872	lipoate--protein ligase family protein	WA5_RS05350 // WA5_RS05345 // WA5_RS05340	WA5_RS05350 // WA5_RS05345 // WA5_RS05340
WA5_RS03860	WA5_RS03860	814212	817424	ATP-dependent helicase	WA5_RS03875 // WA5_RS03870 // WA5_RS03865 // WA5_RS03860 // WA5_RS03855 // WA5_RS03850 // WA5_RS03845 // WA5_RS03840	WA5_RS03875 // WA5_RS03870 // WA5_RS03865 // WA5_RS03860 // WA5_RS03855 // WA5_RS03850 // WA5_RS03845 // WA5_RS03840
WA5_RS10530	WA5_RS10530	2237331	2238356	GTP pyrophosphokinase family protein	WA5_RS10530	WA5_RS10530
argJ	WA5_RS06955	1465209	1466375	bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ	WA5_RS06975 // argF // WA5_RS06965 // argB // argJ // WA5_RS06950	WA5_RS06975 // argF // WA5_RS06965 // argB // argJ // WA5_RS06950
WA5_RS10600	WA5_RS10600	2253659	2254645	cation transporter	WA5_RS10600 // WA5_RS10595	WA5_RS10600 // WA5_RS10595
rrf	WA5_RS12755	2703711	2703827	5S ribosomal RNA	rrf	WA5_RS12755
WA5_RS08155	WA5_RS08155	1731595	1732794	phosphotransferase	WA5_RS08155	WA5_RS08155
WA5_RS16130	WA5_RS16130	1122871	1123029	hypothetical protein	WA5_RS05355 // WA5_RS16130	WA5_RS05355 // WA5_RS16130
argB	WA5_RS06960	1466421	1467374	acetylglutamate kinase	WA5_RS06975 // argF // WA5_RS06965 // argB // argJ // WA5_RS06950	WA5_RS06975 // argF // WA5_RS06965 // argB // argJ // WA5_RS06950
WA5_RS15110	WA5_RS15110	3215254	3216759	hypothetical protein	WA5_RS15110	WA5_RS15110
WA5_RS02690	WA5_RS02690	548987	550696	ABC transporter ATP-binding protein	WA5_RS02695 // WA5_RS02690 // WA5_RS02685	WA5_RS02695 // WA5_RS02690 // WA5_RS02685
leuA	WA5_RS01315	266151	268001	2-isopropylmalate synthase	leuA	WA5_RS01315
WA5_RS14280	WA5_RS14280	3042503	3042706	DUF2613 domain-containing protein	WA5_RS14280	WA5_RS14280
WA5_RS00685	WA5_RS00685	140329	141792	glycosyltransferase	WA5_RS00690 // WA5_RS00685 // WA5_RS00680	WA5_RS00690 // WA5_RS00685 // WA5_RS00680
WA5_RS03865	WA5_RS03865	817464	818525	potassium channel family protein	WA5_RS03875 // WA5_RS03870 // WA5_RS03865 // WA5_RS03860 // WA5_RS03855 // WA5_RS03850 // WA5_RS03845 // WA5_RS03840	WA5_RS03875 // WA5_RS03870 // WA5_RS03865 // WA5_RS03860 // WA5_RS03855 // WA5_RS03850 // WA5_RS03845 // WA5_RS03840
WA5_RS01915	WA5_RS01915	393495	395516	fumarate reductase/succinate dehydrogenase flavoprotein subunit	WA5_RS01920 // WA5_RS01915 // WA5_RS01910	WA5_RS01920 // WA5_RS01915 // WA5_RS01910
WA5_RS02260	WA5_RS02260	470184	470657	RidA family protein	WA5_RS02260 // WA5_RS02255	WA5_RS02260 // WA5_RS02255
rimP	WA5_RS09905	2098408	2098944	ribosome maturation factor RimP	rimP // nusA	rimP // nusA
WA5_RS06965	WA5_RS06965	1467375	1468550	acetylornithine transaminase	WA5_RS06975 // argF // WA5_RS06965 // argB // argJ // WA5_RS06950	WA5_RS06975 // argF // WA5_RS06965 // argB // argJ // WA5_RS06950
WA5_RS10605	WA5_RS10605	2254680	2255567	SDR family oxidoreductase	WA5_RS10605	WA5_RS10605
WA5_RS05355	WA5_RS05355	1123050	1123463	glyoxalase/bleomycin resistance/extradiol dioxygenase family protein	WA5_RS05355 // WA5_RS16130	WA5_RS05355 // WA5_RS16130
WA5_RS12760	WA5_RS12760	2703947	2707034	23S ribosomal RNA	WA5_RS12760	WA5_RS12760
WA5_RS08125	WA5_RS08125	1723825	1724580	ABC transporter ATP-binding protein	WA5_RS08125 // WA5_RS08120 // WA5_RS08115	WA5_RS08125 // WA5_RS08120 // WA5_RS08115
WA5_RS12430	WA5_RS12430	2634744	2635151	holo-ACP synthase	WA5_RS12435 // WA5_RS12430	WA5_RS12435 // WA5_RS12430
argF	WA5_RS06970	1468564	1469523	ornithine carbamoyltransferase	WA5_RS06975 // argF // WA5_RS06965 // argB // argJ // WA5_RS06950	WA5_RS06975 // argF // WA5_RS06965 // argB // argJ // WA5_RS06950
WA5_RS15125	WA5_RS15125	3217993	3218604	malonic semialdehyde reductase	WA5_RS15125	WA5_RS15125
WA5_RS02695	WA5_RS02695	550696	551808	energy-coupling factor transporter transmembrane protein EcfT	WA5_RS02695 // WA5_RS02690 // WA5_RS02685	WA5_RS02695 // WA5_RS02690 // WA5_RS02685
WA5_RS14285	WA5_RS14285	3042684	3045791	DUF3367 domain-containing protein	WA5_RS14285	WA5_RS14285
WA5_RS05360	WA5_RS05360	1123530	1124825	aromatic acid/H+ symport family MFS transporter	WA5_RS05365 // WA5_RS05360	WA5_RS05365 // WA5_RS05360
WA5_RS03870	WA5_RS03870	818522	819238	NAD(+) diphosphatase	WA5_RS03875 // WA5_RS03870 // WA5_RS03865 // WA5_RS03860 // WA5_RS03855 // WA5_RS03850 // WA5_RS03845 // WA5_RS03840	WA5_RS03875 // WA5_RS03870 // WA5_RS03865 // WA5_RS03860 // WA5_RS03855 // WA5_RS03850 // WA5_RS03845 // WA5_RS03840
WA5_RS15985	WA5_RS15985	1368091	1368228	hypothetical protein	WA5_RS15985	WA5_RS15985
WA5_RS09060	WA5_RS09060	1931931	1932314	helix-turn-helix transcriptional regulator	WA5_RS09060	WA5_RS09060
WA5_RS06975	WA5_RS06975	1469527	1470042	arginine repressor	WA5_RS06975 // argF // WA5_RS06965 // argB // argJ // WA5_RS06950	WA5_RS06975 // argF // WA5_RS06965 // argB // argJ // WA5_RS06950
WA5_RS10610	WA5_RS10610	2255735	2258389	FAD/NAD(P)-binding protein	WA5_RS10615 // WA5_RS10610	WA5_RS10615 // WA5_RS10610
WA5_RS09370	WA5_RS09370	1985438	1986589	tyrosine-type recombinase/integrase	WA5_RS09370	WA5_RS09370
WA5_RS12765	WA5_RS12765	2707426	2708949	16S ribosomal RNA	WA5_RS12765	WA5_RS12765
WA5_RS15740	WA5_RS15740	1642739	1645498	exo-alpha-sialidase	WA5_RS15740	WA5_RS15740
WA5_RS14020	WA5_RS14020	2988843	2989949	hypothetical protein	WA5_RS14035 // WA5_RS14030 // WA5_RS14025 // WA5_RS14020	WA5_RS14035 // WA5_RS14030 // WA5_RS14025 // WA5_RS14020
WA5_RS05365	WA5_RS05365	1124832	1126019	4-hydroxybenzoate 3-monooxygenase	WA5_RS05365 // WA5_RS05360	WA5_RS05365 // WA5_RS05360
WA5_RS12435	WA5_RS12435	2635162	2636589	multidrug efflux MFS transporter	WA5_RS12435 // WA5_RS12430	WA5_RS12435 // WA5_RS12430
WA5_RS06980	WA5_RS06980	1470210	1471415	argininosuccinate synthase	argH // WA5_RS06980	argH // WA5_RS06980
WA5_RS14295	WA5_RS14295	3046119	3047189	acyltransferase	WA5_RS14295	WA5_RS14295
WA5_RS06990	WA5_RS06990	1472976	1474121	hypothetical protein	WA5_RS07000 // WA5_RS06995 // WA5_RS06990	WA5_RS07000 // WA5_RS06995 // WA5_RS06990
WA5_RS00690	WA5_RS00690	141814	143529	glycosyltransferase family 39 protein	WA5_RS00690 // WA5_RS00685 // WA5_RS00680	WA5_RS00690 // WA5_RS00685 // WA5_RS00680
WA5_RS01320	WA5_RS01320	268255	269124	DMT family transporter	WA5_RS01320	WA5_RS01320
WA5_RS03875	WA5_RS03875	819253	821289	ATP-dependent DNA helicase UvrD2	WA5_RS03875 // WA5_RS03870 // WA5_RS03865 // WA5_RS03860 // WA5_RS03855 // WA5_RS03850 // WA5_RS03845 // WA5_RS03840	WA5_RS03875 // WA5_RS03870 // WA5_RS03865 // WA5_RS03860 // WA5_RS03855 // WA5_RS03850 // WA5_RS03845 // WA5_RS03840
WA5_RS05370	WA5_RS05370	1126406	1127011	ECF transporter S component	WA5_RS05395 // WA5_RS05390 // WA5_RS05385 // WA5_RS05380 // WA5_RS05375 // WA5_RS05370	WA5_RS05395 // WA5_RS05390 // WA5_RS05385 // WA5_RS05380 // WA5_RS05375 // WA5_RS05370
WA5_RS01920	WA5_RS01920	395516	396265	succinate dehydrogenase/fumarate reductase iron-sulfur subunit	WA5_RS01920 // WA5_RS01915 // WA5_RS01910	WA5_RS01920 // WA5_RS01915 // WA5_RS01910
WA5_RS12870	WA5_RS12870	2727396	2728133	DsbA family oxidoreductase	WA5_RS12870 // WA5_RS12865 // WA5_RS12860	WA5_RS12870 // WA5_RS12865 // WA5_RS12860
WA5_RS09910	WA5_RS09910	2098999	2099817	DUF4439 domain-containing protein	WA5_RS09910	WA5_RS09910
argH	WA5_RS06985	1471476	1472909	argininosuccinate lyase	argH // WA5_RS06980	argH // WA5_RS06980
WA5_RS10615	WA5_RS10615	2258359	2259312	pyridoxal-phosphate dependent enzyme	WA5_RS10615 // WA5_RS10610	WA5_RS10615 // WA5_RS10610
rrf	WA5_RS12785	2712578	2712694	5S ribosomal RNA	rrf	WA5_RS12785
WA5_RS08710	WA5_RS08710	1846329	1846679	Lsr2 family protein	WA5_RS08710	WA5_RS08710
WA5_RS05375	WA5_RS05375	1127012	1128352	ABC transporter ATP-binding protein	WA5_RS05395 // WA5_RS05390 // WA5_RS05385 // WA5_RS05380 // WA5_RS05375 // WA5_RS05370	WA5_RS05395 // WA5_RS05390 // WA5_RS05385 // WA5_RS05380 // WA5_RS05375 // WA5_RS05370
WA5_RS12445	WA5_RS12445	2637237	2637653	hypothetical protein	WA5_RS12445	WA5_RS12445
WA5_RS02705	WA5_RS02705	552945	554129	terpene cyclase/mutase family protein	WA5_RS02705 // WA5_RS02700	WA5_RS02705 // WA5_RS02700
WA5_RS14300	WA5_RS14300	3047233	3048051	DUF3068 domain-containing protein	WA5_RS14305 // WA5_RS14300	WA5_RS14305 // WA5_RS14300
WA5_RS03880	WA5_RS03880	821286	822086	hypothetical protein	WA5_RS03880	WA5_RS03880
WA5_RS12065	WA5_RS12065	2563929	2564402	ribose-5-phosphate isomerase	WA5_RS12065	WA5_RS12065
WA5_RS06995	WA5_RS06995	1474118	1475695	substrate-binding domain-containing protein	WA5_RS07000 // WA5_RS06995 // WA5_RS06990	WA5_RS07000 // WA5_RS06995 // WA5_RS06990
WA5_RS10620	WA5_RS10620	2259418	2259999	hypothetical protein	lspA // WA5_RS10625 // WA5_RS10620	lspA // WA5_RS10625 // WA5_RS10620
WA5_RS12790	WA5_RS12790	2712814	2715901	23S ribosomal RNA	WA5_RS12790	WA5_RS12790
WA5_RS08165	WA5_RS08165	1735043	1735948	zinc metallopeptidase	WA5_RS08165	WA5_RS08165
WA5_RS07775	WA5_RS07775	1645660	1646370	IS6-like element IS1628 family transposase	WA5_RS07775	WA5_RS07775
WA5_RS05380	WA5_RS05380	1128349	1129104	energy-coupling factor transporter transmembrane protein EcfT	WA5_RS05395 // WA5_RS05390 // WA5_RS05385 // WA5_RS05380 // WA5_RS05375 // WA5_RS05370	WA5_RS05395 // WA5_RS05390 // WA5_RS05385 // WA5_RS05380 // WA5_RS05375 // WA5_RS05370
WA5_RS12450	WA5_RS12450	2638646	2647636	type I polyketide synthase	WA5_RS12450	WA5_RS12450
WA5_RS07000	WA5_RS07000	1475682	1476296	hypothetical protein	WA5_RS07000 // WA5_RS06995 // WA5_RS06990	WA5_RS07000 // WA5_RS06995 // WA5_RS06990
WA5_RS15130	WA5_RS15130	3218777	3219703	hypothetical protein	WA5_RS15130	WA5_RS15130
WA5_RS02710	WA5_RS02710	554449	554973	GNAT family N-acetyltransferase	WA5_RS02710	WA5_RS02710
WA5_RS14305	WA5_RS14305	3048058	3049482	hypothetical protein	WA5_RS14305 // WA5_RS14300	WA5_RS14305 // WA5_RS14300
WA5_RS01470	WA5_RS01470	297055	297405	WhiB family transcriptional regulator	WA5_RS01470	WA5_RS01470
WA5_RS01925	WA5_RS01925	396324	396653	hypothetical protein	WA5_RS01925	WA5_RS01925
WA5_RS03890	WA5_RS03890	822676	824103	zinc-dependent metalloprotease	WA5_RS03890	WA5_RS03890
WA5_RS00695	WA5_RS00695	143575	144642	hypothetical protein	WA5_RS00695	WA5_RS00695
WA5_RS09915	WA5_RS09915	2100239	2101843	ABC transporter substrate-binding protein	WA5_RS09915	WA5_RS09915
WA5_RS07005	WA5_RS07005	1476342	1476521	Trm112 family protein	WA5_RS07010 // WA5_RS07005	WA5_RS07010 // WA5_RS07005
WA5_RS10625	WA5_RS10625	2259999	2260931	RluA family pseudouridine synthase	lspA // WA5_RS10625 // WA5_RS10620	lspA // WA5_RS10625 // WA5_RS10620
WA5_RS05385	WA5_RS05385	1129101	1129634	hypothetical protein	WA5_RS05395 // WA5_RS05390 // WA5_RS05385 // WA5_RS05380 // WA5_RS05375 // WA5_RS05370	WA5_RS05395 // WA5_RS05390 // WA5_RS05385 // WA5_RS05380 // WA5_RS05375 // WA5_RS05370
WA5_RS12795	WA5_RS12795	2716293	2717816	16S ribosomal RNA	WA5_RS12795	WA5_RS12795
WA5_RS03940	WA5_RS03940	833571	834635	trypsin-like peptidase domain-containing protein	WA5_RS03940	WA5_RS03940
WA5_RS12455	WA5_RS12455	2647919	2648125	hypothetical protein	WA5_RS12455	WA5_RS12455
WA5_RS07010	WA5_RS07010	1476549	1477811	tyrosine--tRNA ligase	WA5_RS07010 // WA5_RS07005	WA5_RS07010 // WA5_RS07005
WA5_RS05390	WA5_RS05390	1129654	1130706	calcium:proton antiporter	WA5_RS05395 // WA5_RS05390 // WA5_RS05385 // WA5_RS05380 // WA5_RS05375 // WA5_RS05370	WA5_RS05395 // WA5_RS05390 // WA5_RS05385 // WA5_RS05380 // WA5_RS05375 // WA5_RS05370
WA5_RS15135	WA5_RS15135	3219775	3222633	leucine--tRNA ligase	WA5_RS15135	WA5_RS15135
rpsH	WA5_RS02715	555331	555729	30S ribosomal protein S8	rplO // rpmD // rpsE // rplR // rplF // rpsH	rplO // rpmD // rpsE // rplR // rplF // rpsH
WA5_RS14310	WA5_RS14310	3049453	3050556	glycosyltransferase family 4 protein	WA5_RS14310	WA5_RS14310
WA5_RS03910	WA5_RS03910	826615	829572	UPF0182 family protein	WA5_RS03910	WA5_RS03910
WA5_RS09065	WA5_RS09065	1932369	1932776	hypothetical protein	WA5_RS09065	WA5_RS09065
WA5_RS12810	WA5_RS12810	2719750	2720322	cob(I)yrinic acid a,c-diamide adenosyltransferase	WA5_RS12810	WA5_RS12810
WA5_RS07015	WA5_RS07015	1477925	1478392	universal stress protein	WA5_RS07015	WA5_RS07015
lspA	WA5_RS10630	2260931	2261512	signal peptidase II	lspA // WA5_RS10625 // WA5_RS10620	lspA // WA5_RS10625 // WA5_RS10620
WA5_RS05395	WA5_RS05395	1130726	1131430	PIG-L family deacetylase	WA5_RS05395 // WA5_RS05390 // WA5_RS05385 // WA5_RS05380 // WA5_RS05375 // WA5_RS05370	WA5_RS05395 // WA5_RS05390 // WA5_RS05385 // WA5_RS05380 // WA5_RS05375 // WA5_RS05370
WA5_RS12840	WA5_RS12840	2724174	2724249	tRNA-Phe	WA5_RS12845 // WA5_RS12840	WA5_RS12845 // WA5_RS12840
WA5_RS08170	WA5_RS08170	1736000	1738678	DEAD/DEAH box helicase	WA5_RS08180 // WA5_RS08175 // WA5_RS08170	WA5_RS08180 // WA5_RS08175 // WA5_RS08170
aceA	WA5_RS11600	2470740	2472038	isocitrate lyase	aceA	WA5_RS11600
WA5_RS12460	WA5_RS12460	2648232	2649416	PucR family transcriptional regulator	WA5_RS12460	WA5_RS12460
WA5_RS07040	WA5_RS07040	1484725	1486029	hypothetical protein	WA5_RS16275 // WA5_RS07045 // WA5_RS07040	WA5_RS16275 // WA5_RS07045 // WA5_RS07040
WA5_RS05400	WA5_RS05400	1131397	1132122	TIGR02206 family membrane protein	WA5_RS05405 // WA5_RS05400	WA5_RS05405 // WA5_RS05400
rplF	WA5_RS02720	555749	556285	50S ribosomal protein L6	rplO // rpmD // rpsE // rplR // rplF // rpsH	rplO // rpmD // rpsE // rplR // rplF // rpsH
WA5_RS14315	WA5_RS14315	3050603	3051193	hypothetical protein	WA5_RS14320 // WA5_RS14315	WA5_RS14320 // WA5_RS14315
WA5_RS01330	WA5_RS01330	270660	271694	aspartate-semialdehyde dehydrogenase	WA5_RS01330 // WA5_RS01325	WA5_RS01330 // WA5_RS01325
WA5_RS01930	WA5_RS01930	396741	396935	hypothetical protein	WA5_RS01930	WA5_RS01930
WA5_RS00700	WA5_RS00700	144725	145483	sulfite exporter TauE/SafE family protein	WA5_RS00700	WA5_RS00700
WA5_RS01005	WA5_RS01005	212283	212738	hypothetical protein	WA5_RS01010 // WA5_RS01005 // WA5_RS01000	WA5_RS01010 // WA5_RS01005 // WA5_RS01000
WA5_RS09920	WA5_RS09920	2102022	2102948	ABC transporter permease	WA5_RS09930 // WA5_RS09925 // WA5_RS09920	WA5_RS09930 // WA5_RS09925 // WA5_RS09920
WA5_RS07045	WA5_RS07045	1486041	1487027	HAD-IIA family hydrolase	WA5_RS16275 // WA5_RS07045 // WA5_RS07040	WA5_RS16275 // WA5_RS07045 // WA5_RS07040
WA5_RS10635	WA5_RS10635	2261832	2262692	hypothetical protein	WA5_RS10635	WA5_RS10635
WA5_RS08560	WA5_RS08560	1809760	1810374	recombinase family protein	WA5_RS08560	WA5_RS08560
WA5_RS08860	WA5_RS08860	1880489	1882387	stress-sensitive restriction system protein 2	WA5_RS08860 // WA5_RS08855 // WA5_RS08850	WA5_RS08860 // WA5_RS08855 // WA5_RS08850
WA5_RS12465	WA5_RS12465	2649592	2650167	M23 family metallopeptidase	WA5_RS12465	WA5_RS12465
WA5_RS16275	WA5_RS16275	1487031	1487195	hypothetical protein	WA5_RS16275 // WA5_RS07045 // WA5_RS07040	WA5_RS16275 // WA5_RS07045 // WA5_RS07040
WA5_RS12845	WA5_RS12845	2724282	2724355	tRNA-Asp	WA5_RS12845 // WA5_RS12840	WA5_RS12845 // WA5_RS12840
WA5_RS15145	WA5_RS15145	3223086	3223451	HigA family addiction module antidote protein	WA5_RS15145	WA5_RS15145
rplR	WA5_RS02725	556289	556693	50S ribosomal protein L18	rplO // rpmD // rpsE // rplR // rplF // rpsH	rplO // rpmD // rpsE // rplR // rplF // rpsH
WA5_RS14320	WA5_RS14320	3051194	3051967	class I SAM-dependent methyltransferase	WA5_RS14320 // WA5_RS14315	WA5_RS14320 // WA5_RS14315
WA5_RS03900	WA5_RS03900	825238	825657	hypothetical protein	WA5_RS03900	WA5_RS03900
WA5_RS08115	WA5_RS08115	1721779	1722855	iron ABC transporter permease	WA5_RS08125 // WA5_RS08120 // WA5_RS08115	WA5_RS08125 // WA5_RS08120 // WA5_RS08115
WA5_RS07055	WA5_RS07055	1487237	1488058	TlyA family rRNA (cytidine-2'-O)-methyltransferase	WA5_RS07060 // WA5_RS07055	WA5_RS07060 // WA5_RS07055
WA5_RS10640	WA5_RS10640	2262850	2264502	ABC-F family ATP-binding cassette domain-containing protein	WA5_RS10640	WA5_RS10640
WA5_RS08175	WA5_RS08175	1738709	1740568	YhgE/Pip domain-containing protein	WA5_RS08180 // WA5_RS08175 // WA5_RS08170	WA5_RS08180 // WA5_RS08175 // WA5_RS08170
WA5_RS07785	WA5_RS07785	1647208	1647621	metal-sulfur cluster assembly factor	WA5_RS07815 // sufB // sufD // sufC // WA5_RS07795 // WA5_RS07790 // WA5_RS07785	WA5_RS07815 // sufB // sufD // sufC // WA5_RS07795 // WA5_RS07790 // WA5_RS07785
tpx	WA5_RS05410	1134560	1135057	thiol peroxidase	tpx	WA5_RS05410
WA5_RS12475	WA5_RS12475	2650441	2650905	hypothetical protein	WA5_RS12475	WA5_RS12475
WA5_RS07060	WA5_RS07060	1488058	1489020	NAD kinase	WA5_RS07060 // WA5_RS07055	WA5_RS07060 // WA5_RS07055
nagL	WA5_RS15150	3223989	3224714	mycothiol-dependent maleylpyruvate isomerase NagL	WA5_RS15160 // WA5_RS15155 // nagL	WA5_RS15160 // WA5_RS15155 // nagL
rpsE	WA5_RS02730	556734	557369	30S ribosomal protein S5	rplO // rpmD // rpsE // rplR // rplF // rpsH	rplO // rpmD // rpsE // rplR // rplF // rpsH
WA5_RS01495	WA5_RS01495	301509	301976	winged helix DNA-binding protein	WA5_RS01495	WA5_RS01495
WA5_RS14325	WA5_RS14325	3052059	3053891	phosphoenolpyruvate carboxykinase (GTP)	WA5_RS14325	WA5_RS14325
WA5_RS00705	WA5_RS00705	145515	146396	permease	WA5_RS00705	WA5_RS00705
WA5_RS01935	WA5_RS01935	397229	398206	winged helix DNA-binding domain-containing protein	WA5_RS01935	WA5_RS01935
WA5_RS09925	WA5_RS09925	2102941	2103975	ABC transporter permease	WA5_RS09930 // WA5_RS09925 // WA5_RS09920	WA5_RS09930 // WA5_RS09925 // WA5_RS09920
recN	WA5_RS07065	1489102	1490883	DNA repair protein RecN	recN	WA5_RS07065
WA5_RS10645	WA5_RS10645	2264506	2265108	hypothetical protein	WA5_RS10645	WA5_RS10645
WA5_RS05415	WA5_RS05415	1135054	1136832	hypothetical protein	WA5_RS05415	WA5_RS05415
WA5_RS12860	WA5_RS12860	2727078	2727151	tRNA-Asp	WA5_RS12870 // WA5_RS12865 // WA5_RS12860	WA5_RS12870 // WA5_RS12865 // WA5_RS12860
WA5_RS12480	WA5_RS12480	2650986	2651342	DUF3817 domain-containing protein	WA5_RS12480	WA5_RS12480
WA5_RS07070	WA5_RS07070	1490943	1492136	thiamine pyrophosphokinase	WA5_RS07075 // WA5_RS07070	WA5_RS07075 // WA5_RS07070
WA5_RS05420	WA5_RS05420	1136934	1137890	DUF808 domain-containing protein	WA5_RS05420	WA5_RS05420
rpmD	WA5_RS02735	557373	557558	50S ribosomal protein L30	rplO // rpmD // rpsE // rplR // rplF // rpsH	rplO // rpmD // rpsE // rplR // rplF // rpsH
WA5_RS14330	WA5_RS14330	3054753	3055772	TDT family transporter	WA5_RS14330	WA5_RS14330
WA5_RS15765	WA5_RS15765	1933518	1934357	Cgl1822 family protein	WA5_RS15765	WA5_RS15765
WA5_RS07075	WA5_RS07075	1492146	1493111	copper transporter	WA5_RS07075 // WA5_RS07070	WA5_RS07075 // WA5_RS07070
WA5_RS10650	WA5_RS10650	2265420	2266397	asparaginase	WA5_RS10650	WA5_RS10650
WA5_RS05425	WA5_RS05425	1137959	1138861	2-dehydropantoate 2-reductase	WA5_RS05430 // WA5_RS05425	WA5_RS05430 // WA5_RS05425
WA5_RS16015	WA5_RS16015	1987466	1988663	IS3 family transposase	WA5_RS16015	WA5_RS16015
WA5_RS15160	WA5_RS15160	3225560	3226687	cupin domain-containing protein	WA5_RS15160 // WA5_RS15155 // nagL	WA5_RS15160 // WA5_RS15155 // nagL
WA5_RS08180	WA5_RS08180	1740568	1741218	hypothetical protein	WA5_RS08180 // WA5_RS08175 // WA5_RS08170	WA5_RS08180 // WA5_RS08175 // WA5_RS08170
WA5_RS07790	WA5_RS07790	1647647	1648096	SUF system NifU family Fe-S cluster assembly protein	WA5_RS07815 // sufB // sufD // sufC // WA5_RS07795 // WA5_RS07790 // WA5_RS07785	WA5_RS07815 // sufB // sufD // sufC // WA5_RS07795 // WA5_RS07790 // WA5_RS07785
WA5_RS07080	WA5_RS07080	1493512	1495176	CTP synthase	xerD // WA5_RS07085 // WA5_RS07080	xerD // WA5_RS07085 // WA5_RS07080
WA5_RS12865	WA5_RS12865	2727193	2727265	tRNA-Glu	WA5_RS12870 // WA5_RS12865 // WA5_RS12860	WA5_RS12870 // WA5_RS12865 // WA5_RS12860
WA5_RS01340	WA5_RS01340	273539	274120	RNA polymerase sigma factor	WA5_RS01340	WA5_RS01340
trmB	WA5_RS14335	3055867	3056634	tRNA (guanosine(46)-N7)-methyltransferase TrmB	WA5_RS14355 // WA5_RS14350 // WA5_RS14345 // WA5_RS14340 // trmB	WA5_RS14355 // WA5_RS14350 // WA5_RS14345 // WA5_RS14340 // trmB
WA5_RS00710	WA5_RS00710	146522	147241	trimeric intracellular cation channel family protein	WA5_RS00715 // WA5_RS00710	WA5_RS00715 // WA5_RS00710
WA5_RS03915	WA5_RS03915	829623	830984	PLP-dependent aminotransferase family protein	WA5_RS03915	WA5_RS03915
WA5_RS01940	WA5_RS01940	398278	399582	DUF445 domain-containing protein	WA5_RS01950 // WA5_RS01945 // WA5_RS01940	WA5_RS01950 // WA5_RS01945 // WA5_RS01940
WA5_RS01350	WA5_RS01350	275954	276247	hypothetical protein	WA5_RS01350	WA5_RS01350
WA5_RS09930	WA5_RS09930	2103972	2105705	ABC transporter ATP-binding protein	WA5_RS09930 // WA5_RS09925 // WA5_RS09920	WA5_RS09930 // WA5_RS09925 // WA5_RS09920
WA5_RS07085	WA5_RS07085	1495192	1495863	NUDIX hydrolase	xerD // WA5_RS07085 // WA5_RS07080	xerD // WA5_RS07085 // WA5_RS07080
WA5_RS10660	WA5_RS10660	2266894	2268297	DNA polymerase IV	WA5_RS10660	WA5_RS10660
WA5_RS05430	WA5_RS05430	1138879	1139247	DUF2218 domain-containing protein	WA5_RS05430 // WA5_RS05425	WA5_RS05430 // WA5_RS05425
WA5_RS08715	WA5_RS08715	1847326	1847934	hypothetical protein	WA5_RS08735 // WA5_RS08730 // WA5_RS08725 // WA5_RS08720 // WA5_RS08715	WA5_RS08735 // WA5_RS08730 // WA5_RS08725 // WA5_RS08720 // WA5_RS08715
WA5_RS14375	WA5_RS14375	3070211	3071140	cutinase family protein	WA5_RS14385 // WA5_RS14380 // WA5_RS14375	WA5_RS14385 // WA5_RS14380 // WA5_RS14375
arsC	WA5_RS05450	1140897	1141244	arsenate reductase (glutaredoxin)	arsC // WA5_RS05445 // WA5_RS05440	arsC // WA5_RS05445 // WA5_RS05440
WA5_RS14750	WA5_RS14750	3146202	3149288	23S ribosomal RNA	WA5_RS14750	WA5_RS14750
rph	WA5_RS12490	2652064	2652801	ribonuclease PH	rph // rdgB	rph // rdgB
xerD	WA5_RS07090	1495860	1496774	site-specific tyrosine recombinase XerD	xerD // WA5_RS07085 // WA5_RS07080	xerD // WA5_RS07085 // WA5_RS07080
